1	1	1	1	1	1	1	1	1	fD
2	2	1	1	1	1	1	1	2	fD
2	2	2	2	1	1	1	1	5	fD
2	2	2	2	2	2	1	1	6	PC,Con=1,Disc=5
2	2	2	2	2	2	2	2	3	PC,Con=1,Disc=2
3	1	1	1	1	1	1	1	1	fD
3	2	2	1	1	1	1	1	5	fD
3	2	2	2	2	1	1	1	12	PC,Con=4,Disc=8
3	2	2	2	2	2	2	1	8	PC,Con=5,Disc=3
3	3	1	1	1	1	1	1	2	fD
3	3	2	2	1	1	1	1	12	PC,Con=5,Disc=7
3	3	2	2	2	2	1	1	27	PC,Con=18,Disc=9
3	3	2	2	2	2	2	2	13	PC,Con=10,Disc=3
3	3	3	1	1	1	1	1	2	PC,Con=1,Disc=1
3	3	3	2	2	1	1	1	18	PC,Con=12,Disc=6
3	3	3	2	2	2	2	1	29	PC,Con=27,Disc=2
3	3	3	3	1	1	1	1	4	PC,Con=2,Disc=2
3	3	3	3	2	2	1	1	29	PC,Con=23,Disc=6
3	3	3	3	2	2	2	2	28	PC,Con=25,Disc=3
3	3	3	3	3	1	1	1	5	PC,Con=3,Disc=2
3	3	3	3	3	2	2	1	25	PC,Con=24,Disc=1
3	3	3	3	3	3	1	1	7	PC,Con=5,Disc=2
3	3	3	3	3	3	2	2	20	PC,Con=19,Disc=1
3	3	3	3	3	3	3	1	4	fc
3	3	3	3	3	3	3	3	6	PC,Con=5,Disc=1
4	2	1	1	1	1	1	1	2	fD
4	2	2	2	1	1	1	1	7	PC,Con=3,Disc=4
4	2	2	2	2	2	1	1	9	PC,Con=6,Disc=3
4	2	2	2	2	2	2	2	3	PC,Con=2,Disc=1
4	3	2	1	1	1	1	1	4	PC,Con=3,Disc=1
4	3	2	2	2	1	1	1	22	PC,Con=17,Disc=5
4	3	2	2	2	2	2	1	24	PC,Con=23,Disc=1
4	3	3	2	1	1	1	1	9	PC,Con=7,Disc=2
4	3	3	2	2	2	1	1	51	PC,Con=46,Disc=5
4	3	3	2	2	2	2	2	31	PC,Con=30,Disc=1
4	3	3	3	2	1	1	1	22	PC,Con=17,Disc=5
4	3	3	3	2	2	2	1	79	PC,Con=78,Disc=1
4	3	3	3	3	2	1	1	39	PC,Con=35,Disc=4
4	3	3	3	3	2	2	2	67	PC,Con=66,Disc=1
4	3	3	3	3	3	2	1	43	fc
4	3	3	3	3	3	3	2	29	fc
4	4	1	1	1	1	1	1	1	fc
4	4	2	2	1	1	1	1	5	PC,Con=4,Disc=1
4	4	2	2	2	2	1	1	15	PC,Con=12,Disc=3
4	4	2	2	2	2	2	2	9	PC,Con=8,Disc=1
4	4	3	1	1	1	1	1	1	fc
4	4	3	2	2	1	1	1	17	PC,Con=15,Disc=2
4	4	3	2	2	2	2	1	40	fc
4	4	3	3	1	1	1	1	4	PC,Con=3,Disc=1
4	4	3	3	2	2	1	1	60	PC,Con=54,Disc=6
4	4	3	3	2	2	2	2	69	PC,Con=68,Disc=1
4	4	3	3	3	1	1	1	12	PC,Con=10,Disc=2
4	4	3	3	3	2	2	1	110	fc
4	4	3	3	3	3	1	1	26	PC,Con=23,Disc=3
4	4	3	3	3	3	2	2	117	fc
4	4	3	3	3	3	3	1	29	fc
4	4	3	3	3	3	3	3	28	fc
4	4	4	2	1	1	1	1	1	fc
4	4	4	2	2	2	1	1	10	PC,Con=9,Disc=1
4	4	4	2	2	2	2	2	9	fc
4	4	4	3	2	1	1	1	8	PC,Con=7,Disc=1
4	4	4	3	2	2	2	1	42	fc
4	4	4	3	3	2	1	1	40	PC,Con=36,Disc=4
4	4	4	3	3	2	2	2	87	PC,Con=86,Disc=1
4	4	4	3	3	3	2	1	86	fc
4	4	4	3	3	3	3	2	96	fc
4	4	4	4	1	1	1	1	1	fc
4	4	4	4	2	2	1	1	8	PC,Con=7,Disc=1
4	4	4	4	2	2	2	2	13	fc
4	4	4	4	3	1	1	1	4	PC,Con=3,Disc=1
4	4	4	4	3	2	2	1	40	fc
4	4	4	4	3	3	1	1	19	PC,Con=17,Disc=2
4	4	4	4	3	3	2	2	94	fc
4	4	4	4	3	3	3	1	37	fc
4	4	4	4	3	3	3	3	50	fc
4	4	4	4	4	2	1	1	7	PC,Con=5,Disc=2
4	4	4	4	4	2	2	2	14	PC,Con=13,Disc=1
4	4	4	4	4	3	2	1	27	fc
4	4	4	4	4	3	3	2	61	fc
4	4	4	4	4	4	1	1	4	PC,Con=3,Disc=1
4	4	4	4	4	4	2	2	13	fc
4	4	4	4	4	4	3	1	10	fc
4	4	4	4	4	4	3	3	28	fc
4	4	4	4	4	4	4	2	7	fc
4	4	4	4	4	4	4	4	6	fc
5	1	1	1	1	1	1	1	1	fD
5	2	2	1	1	1	1	1	3	PC,Con=2,Disc=1
5	2	2	2	2	1	1	1	5	PC,Con=4,Disc=1
5	2	2	2	2	2	2	1	4	fc
5	3	1	1	1	1	1	1	1	fc
5	3	2	2	1	1	1	1	7	PC,Con=6,Disc=1
5	3	2	2	2	2	1	1	15	PC,Con=14,Disc=1
5	3	2	2	2	2	2	2	7	fc
5	3	3	1	1	1	1	1	1	fc
5	3	3	2	2	1	1	1	14	PC,Con=13,Disc=1
5	3	3	2	2	2	2	1	29	fc
5	3	3	3	1	1	1	1	3	PC,Con=2,Disc=1
5	3	3	3	2	2	1	1	28	PC,Con=26,Disc=2
5	3	3	3	2	2	2	2	31	fc
5	3	3	3	3	1	1	1	6	PC,Con=5,Disc=1
5	3	3	3	3	2	2	1	42	fc
5	3	3	3	3	3	1	1	9	PC,Con=8,Disc=1
5	3	3	3	3	3	2	2	35	fc
5	3	3	3	3	3	3	1	9	fc
5	3	3	3	3	3	3	3	7	fc
5	4	2	1	1	1	1	1	1	fc
5	4	2	2	2	1	1	1	7	PC,Con=6,Disc=1
5	4	2	2	2	2	2	1	11	fc
5	4	3	2	1	1	1	1	3	fc
5	4	3	2	2	2	1	1	27	PC,Con=26,Disc=1
5	4	3	2	2	2	2	2	23	fc
5	4	3	3	2	1	1	1	14	PC,Con=13,Disc=1
5	4	3	3	2	2	2	1	75	fc
5	4	3	3	3	2	1	1	43	PC,Con=41,Disc=2
5	4	3	3	3	2	2	2	99	fc
5	4	3	3	3	3	2	1	79	fc
5	4	3	3	3	3	3	2	71	fc
5	4	4	2	2	1	1	1	4	fc
5	4	4	2	2	2	2	1	14	fc
5	4	4	3	1	1	1	1	1	fc
5	4	4	3	2	2	1	1	28	PC,Con=27,Disc=1
5	4	4	3	2	2	2	2	46	fc
5	4	4	3	3	1	1	1	9	PC,Con=8,Disc=1
5	4	4	3	3	2	2	1	115	fc
5	4	4	3	3	3	1	1	30	PC,Con=28,Disc=2
5	4	4	3	3	3	2	2	184	fc
5	4	4	3	3	3	3	1	58	fc
5	4	4	3	3	3	3	3	61	fc
5	4	4	4	2	1	1	1	2	fc
5	4	4	4	2	2	2	1	16	fc
5	4	4	4	3	2	1	1	25	PC,Con=24,Disc=1
5	4	4	4	3	2	2	2	71	fc
5	4	4	4	3	3	2	1	109	fc
5	4	4	4	3	3	3	2	184	fc
5	4	4	4	4	1	1	1	3	PC,Con=2,Disc=1
5	4	4	4	4	2	2	1	24	fc
5	4	4	4	4	3	1	1	16	PC,Con=15,Disc=1
5	4	4	4	4	3	2	2	94	fc
5	4	4	4	4	3	3	1	56	fc
5	4	4	4	4	3	3	3	96	fc
5	4	4	4	4	4	2	1	18	fc
5	4	4	4	4	4	3	2	71	fc
5	4	4	4	4	4	4	1	8	fc
5	4	4	4	4	4	4	3	29	fc
5	5	2	2	1	1	1	1	1	fc
5	5	2	2	2	2	1	1	5	PC,Con=4,Disc=1
5	5	2	2	2	2	2	2	4	fc
5	5	3	2	2	1	1	1	2	fc
5	5	3	2	2	2	2	1	11	fc
5	5	3	3	1	1	1	1	1	fc
5	5	3	3	2	2	1	1	13	PC,Con=12,Disc=1
5	5	3	3	2	2	2	2	23	fc
5	5	3	3	3	1	1	1	2	fc
5	5	3	3	3	2	2	1	29	fc
5	5	3	3	3	3	1	1	8	PC,Con=7,Disc=1
5	5	3	3	3	3	2	2	43	fc
5	5	3	3	3	3	3	1	11	fc
5	5	3	3	3	3	3	3	13	fc
5	5	4	2	2	2	1	1	4	fc
5	5	4	2	2	2	2	2	6	fc
5	5	4	3	2	1	1	1	2	fc
5	5	4	3	2	2	2	1	23	fc
5	5	4	3	3	2	1	1	20	PC,Con=19,Disc=1
5	5	4	3	3	2	2	2	66	fc
5	5	4	3	3	3	2	1	65	fc
5	5	4	3	3	3	3	2	94	fc
5	5	4	4	2	2	1	1	5	fc
5	5	4	4	2	2	2	2	14	fc
5	5	4	4	3	1	1	1	2	fc
5	5	4	4	3	2	2	1	45	fc
5	5	4	4	3	3	1	1	19	PC,Con=18,Disc=1
5	5	4	4	3	3	2	2	149	fc
5	5	4	4	3	3	3	1	57	fc
5	5	4	4	3	3	3	3	94	fc
5	5	4	4	4	2	1	1	9	PC,Con=8,Disc=1
5	5	4	4	4	2	2	2	26	fc
5	5	4	4	4	3	2	1	64	fc
5	5	4	4	4	3	3	2	184	fc
5	5	4	4	4	4	1	1	8	PC,Con=7,Disc=1
5	5	4	4	4	4	2	2	43	fc
5	5	4	4	4	4	3	1	39	fc
5	5	4	4	4	4	3	3	117	fc
5	5	4	4	4	4	4	2	35	fc
5	5	4	4	4	4	4	4	20	fc
5	5	5	2	2	2	2	1	1	fc
5	5	5	3	2	2	1	1	2	fc
5	5	5	3	2	2	2	2	5	fc
5	5	5	3	3	1	1	1	1	fc
5	5	5	3	3	2	2	1	11	fc
5	5	5	3	3	3	1	1	5	PC,Con=4,Disc=1
5	5	5	3	3	3	2	2	26	fc
5	5	5	3	3	3	3	1	10	fc
5	5	5	3	3	3	3	3	14	fc
5	5	5	4	2	2	2	1	3	fc
5	5	5	4	3	2	1	1	4	fc
5	5	5	4	3	2	2	2	20	fc
5	5	5	4	3	3	2	1	31	fc
5	5	5	4	3	3	3	2	71	fc
5	5	5	4	4	1	1	1	1	fc
5	5	5	4	4	2	2	1	11	fc
5	5	5	4	4	3	1	1	9	PC,Con=8,Disc=1
5	5	5	4	4	3	2	2	66	fc
5	5	5	4	4	3	3	1	41	fc
5	5	5	4	4	3	3	3	87	fc
5	5	5	4	4	4	2	1	20	fc
5	5	5	4	4	4	3	2	99	fc
5	5	5	4	4	4	4	1	15	fc
5	5	5	4	4	4	4	3	67	fc
5	5	5	5	2	2	2	2	2	fc
5	5	5	5	3	2	2	1	2	fc
5	5	5	5	3	3	1	1	2	fc
5	5	5	5	3	3	2	2	14	fc
5	5	5	5	3	3	3	1	5	fc
5	5	5	5	3	3	3	3	13	fc
5	5	5	5	4	2	1	1	1	fc
5	5	5	5	4	2	2	2	5	fc
5	5	5	5	4	3	2	1	13	fc
5	5	5	5	4	3	3	2	46	fc
5	5	5	5	4	4	1	1	5	PC,Con=4,Disc=1
5	5	5	5	4	4	2	2	23	fc
5	5	5	5	4	4	3	1	21	fc
5	5	5	5	4	4	3	3	69	fc
5	5	5	5	4	4	4	2	31	fc
5	5	5	5	4	4	4	4	28	fc
5	5	5	5	5	2	2	1	1	fc
5	5	5	5	5	3	1	1	1	fc
5	5	5	5	5	3	2	2	6	fc
5	5	5	5	5	3	3	1	4	fc
5	5	5	5	5	3	3	3	9	fc
5	5	5	5	5	4	2	1	6	fc
5	5	5	5	5	4	3	2	23	fc
5	5	5	5	5	4	4	1	7	fc
5	5	5	5	5	4	4	3	31	fc
5	5	5	5	5	5	1	1	2	PC,Con=1,Disc=1
5	5	5	5	5	5	2	2	4	fc
5	5	5	5	5	5	3	1	3	fc
5	5	5	5	5	5	3	3	9	fc
5	5	5	5	5	5	4	2	7	fc
5	5	5	5	5	5	4	4	13	fc
5	5	5	5	5	5	5	1	1	fc
5	5	5	5	5	5	5	3	3	fc
5	5	5	5	5	5	5	5	3	fc
6	2	1	1	1	1	1	1	1	fc
6	2	2	2	1	1	1	1	2	fc
6	2	2	2	2	2	1	1	2	fc
6	2	2	2	2	2	2	2	1	fc
6	3	2	1	1	1	1	1	1	fc
6	3	2	2	2	1	1	1	4	fc
6	3	2	2	2	2	2	1	5	fc
6	3	3	2	1	1	1	1	2	fc
6	3	3	2	2	2	1	1	7	fc
6	3	3	2	2	2	2	2	7	fc
6	3	3	3	2	1	1	1	4	fc
6	3	3	3	2	2	2	1	13	fc
6	3	3	3	3	2	1	1	6	fc
6	3	3	3	3	2	2	2	15	fc
6	3	3	3	3	3	2	1	9	fc
6	3	3	3	3	3	3	2	8	fc
6	4	2	2	1	1	1	1	1	fc
6	4	2	2	2	2	1	1	4	fc
6	4	2	2	2	2	2	2	3	fc
6	4	3	2	2	1	1	1	3	fc
6	4	3	2	2	2	2	1	11	fc
6	4	3	3	1	1	1	1	1	fc
6	4	3	3	2	2	1	1	12	fc
6	4	3	3	2	2	2	2	21	fc
6	4	3	3	3	1	1	1	3	fc
6	4	3	3	3	2	2	1	30	fc
6	4	3	3	3	3	1	1	6	fc
6	4	3	3	3	3	2	2	39	fc
6	4	3	3	3	3	3	1	10	fc
6	4	3	3	3	3	3	3	10	fc
6	4	4	2	2	2	1	1	2	fc
6	4	4	2	2	2	2	2	4	fc
6	4	4	3	2	1	1	1	2	fc
6	4	4	3	2	2	2	1	14	fc
6	4	4	3	3	2	1	1	12	fc
6	4	4	3	3	2	2	2	41	fc
6	4	4	3	3	3	2	1	36	fc
6	4	4	3	3	3	3	2	56	fc
6	4	4	4	2	2	1	1	2	fc
6	4	4	4	2	2	2	2	5	fc
6	4	4	4	3	1	1	1	2	fc
6	4	4	4	3	2	2	1	19	fc
6	4	4	4	3	3	1	1	7	fc
6	4	4	4	3	3	2	2	57	fc
6	4	4	4	3	3	3	1	22	fc
6	4	4	4	3	3	3	3	37	fc
6	4	4	4	4	2	1	1	4	fc
6	4	4	4	4	2	2	2	10	fc
6	4	4	4	4	3	2	1	20	fc
6	4	4	4	4	3	3	2	58	fc
6	4	4	4	4	4	1	1	2	fc
6	4	4	4	4	4	2	2	11	fc
