1	1	1	1	1	1	1	1	1	1	1	fD
2	2	1	1	1	1	1	1	1	1	2	fD
2	2	2	2	1	1	1	1	1	1	6	fD
2	2	2	2	2	2	1	1	1	1	11	fD
2	2	2	2	2	2	2	2	1	1	11	PC,Con=1,Disc=10
2	2	2	2	2	2	2	2	2	2	5	PC,Con=1,Disc=4
3	1	1	1	1	1	1	1	1	1	1	fD
3	2	2	1	1	1	1	1	1	1	6	fD
3	2	2	2	2	1	1	1	1	1	21	fD
3	2	2	2	2	2	2	1	1	1	34	PC,Con=7,Disc=27
3	2	2	2	2	2	2	2	2	1	18	PC,Con=7,Disc=11
3	3	1	1	1	1	1	1	1	1	2	fD
3	3	2	2	1	1	1	1	1	1	18	fD
3	3	2	2	2	2	1	1	1	1	69	PC,Con=17,Disc=52
3	3	2	2	2	2	2	2	1	1	95	PC,Con=48,Disc=47
3	3	2	2	2	2	2	2	2	2	32	PC,Con=18,Disc=14
3	3	3	1	1	1	1	1	1	1	3	fD
3	3	3	2	2	1	1	1	1	1	38	PC,Con=10,Disc=28
3	3	3	2	2	2	2	1	1	1	143	PC,Con=80,Disc=63
3	3	3	2	2	2	2	2	2	1	131	PC,Con=104,Disc=27
3	3	3	3	1	1	1	1	1	1	7	PC,Con=2,Disc=5
3	3	3	3	2	2	1	1	1	1	84	PC,Con=40,Disc=44
3	3	3	3	2	2	2	2	1	1	263	PC,Con=200,Disc=63
3	3	3	3	2	2	2	2	2	2	133	PC,Con=109,Disc=24
3	3	3	3	3	1	1	1	1	1	10	PC,Con=4,Disc=6
3	3	3	3	3	2	2	1	1	1	134	PC,Con=93,Disc=41
3	3	3	3	3	2	2	2	2	1	285	PC,Con=264,Disc=21
3	3	3	3	3	3	1	1	1	1	18	PC,Con=9,Disc=9
3	3	3	3	3	3	2	2	1	1	197	PC,Con=163,Disc=34
3	3	3	3	3	3	2	2	2	2	214	PC,Con=198,Disc=16
3	3	3	3	3	3	3	1	1	1	22	PC,Con=15,Disc=7
3	3	3	3	3	3	3	2	2	1	177	PC,Con=169,Disc=8
3	3	3	3	3	3	3	3	1	1	30	PC,Con=23,Disc=7
3	3	3	3	3	3	3	3	2	2	120	PC,Con=113,Disc=7
3	3	3	3	3	3	3	3	3	1	20	PC,Con=19,Disc=1
3	3	3	3	3	3	3	3	3	3	21	PC,Con=19,Disc=2
4	2	1	1	1	1	1	1	1	1	2	fD
4	2	2	2	1	1	1	1	1	1	11	fD
4	2	2	2	2	2	1	1	1	1	26	PC,Con=6,Disc=20
4	2	2	2	2	2	2	2	1	1	26	PC,Con=12,Disc=14
4	2	2	2	2	2	2	2	2	2	7	PC,Con=3,Disc=4
4	3	2	1	1	1	1	1	1	1	7	fD
4	3	2	2	2	1	1	1	1	1	53	PC,Con=17,Disc=36
4	3	2	2	2	2	2	1	1	1	129	PC,Con=76,Disc=53
4	3	2	2	2	2	2	2	2	1	90	PC,Con=71,Disc=19
4	3	3	2	1	1	1	1	1	1	20	PC,Con=8,Disc=12
4	3	3	2	2	2	1	1	1	1	184	PC,Con=107,Disc=77
4	3	3	2	2	2	2	2	1	1	397	PC,Con=322,Disc=75
4	3	3	2	2	2	2	2	2	2	139	PC,Con=118,Disc=21
4	3	3	3	2	1	1	1	1	1	57	PC,Con=30,Disc=27
4	3	3	3	2	2	2	1	1	1	486	PC,Con=370,Disc=116
4	3	3	3	2	2	2	2	2	1	716	PC,Con=678,Disc=38
4	3	3	3	3	2	1	1	1	1	144	PC,Con=93,Disc=51
4	3	3	3	3	2	2	2	1	1	980	PC,Con=873,Disc=107
4	3	3	3	3	2	2	2	2	2	673	PC,Con=643,Disc=30
4	3	3	3	3	3	2	1	1	1	281	PC,Con=227,Disc=54
4	3	3	3	3	3	2	2	2	1	1293	PC,Con=1271,Disc=22
4	3	3	3	3	3	3	2	1	1	437	PC,Con=400,Disc=37
4	3	3	3	3	3	3	2	2	2	929	PC,Con=915,Disc=14
4	3	3	3	3	3	3	3	2	1	466	PC,Con=460,Disc=6
4	3	3	3	3	3	3	3	3	2	285	PC,Con=281,Disc=4
4	4	1	1	1	1	1	1	1	1	2	fD
